Incident_ID,Asset_ID,Serial_Number,Incident_Date,Issue_Type,Resolution_Days,Repair_Cost
INC002390,AST003866,HP7294783865,2023-05-16,Network Issue,14,70.76
INC002391,AST003868,HP8159603867,2023-05-19,Hardware Failure,14,474.33
INC002392,AST003868,HP8159603867,2023-02-26,Network Issue,7,343.8
INC002393,AST003868,HP8159603867,2021-12-22,Hardware Failure,7,224.43
INC002394,AST003871,LEN7528363870,2023-04-15,Network Issue,10,394.49
INC002395,AST003871,LEN7528363870,2021-05-11,Network Issue,6,348.61
INC002396,AST003871,LEN7528363870,2023-12-28,Software Issue,4,276.04
INC002397,AST003872,DEL4299613871,2024-02-18,Performance Issue,6,212.87
INC002398,AST003872,DEL4299613871,2023-04-04,Hardware Failure,7,363.95
INC002399,AST003875,APP9397183874,2024-05-11,Network Issue,11,320.15
INC002400,AST003875,APP9397183874,2022-09-26,Hardware Failure,12,446.93
INC002401,AST003875,APP9397183874,2020-10-05,Hardware Failure,8,80.99
INC002402,AST003877,APP5364983876,2018-11-19,Network Issue,7,369.94
INC002403,AST003877,APP5364983876,2018-11-03,Network Issue,3,275.92
INC002404,AST003882,HP9155303881,2021-12-20,Network Issue,6,480.72
INC002405,AST003882,HP9155303881,2023-11-08,Performance Issue,11,335.76
INC002406,AST003883,APP5574143882,2021-05-26,Software Issue,15,137.42
INC002407,AST003887,DEL9921673886,2023-02-04,Hardware Failure,11,192.28
INC002408,AST003887,DEL9921673886,2021-12-08,Software Issue,3,198.24
INC002409,AST003888,MIC5447063887,2020-06-14,Hardware Failure,10,71.87
INC002410,AST003888,MIC5447063887,2023-01-18,Performance Issue,5,187.13
INC002411,AST003890,APP2380273889,2024-02-24,Hardware Failure,8,388.01
INC002412,AST003890,APP2380273889,2023-06-06,Performance Issue,9,276.12
INC002413,AST003890,APP2380273889,2024-09-22,Network Issue,12,344.93
INC002414,AST003892,LEN4807603891,2021-01-12,Network Issue,12,202.22
INC002415,AST003895,DEL7341463894,2018-11-17,Hardware Failure,1,334.4
INC002416,AST003895,DEL7341463894,2019-03-09,Hardware Failure,6,66.17
INC002417,AST003895,DEL7341463894,2020-11-18,Network Issue,10,162.62
INC002418,AST003898,HP8444603897,2024-10-31,Performance Issue,3,133.52
INC002419,AST003899,HP7294983898,2024-09-07,Software Issue,8,58.32
INC002420,AST003899,HP7294983898,2024-06-17,Network Issue,14,210.01
INC002421,AST003902,LEN1764813901,2022-04-22,Hardware Failure,10,402.14
INC002422,AST003903,APP7414093902,2023-05-03,Software Issue,5,271.12
INC002423,AST003903,APP7414093902,2021-05-06,Network Issue,5,177.93
INC002424,AST003903,APP7414093902,2023-04-11,Performance Issue,9,452.57
INC002425,AST003904,DEL2207163903,2020-09-07,Performance Issue,4,225.89
INC002426,AST003906,APP7925913905,2021-01-22,Software Issue,2,474.34
INC002427,AST003906,APP7925913905,2020-03-18,Network Issue,6,440.37
INC002428,AST003906,APP7925913905,2022-01-23,Performance Issue,11,96.34
INC002429,AST003909,LEN8880573908,2022-08-25,Software Issue,15,284.54
INC002430,AST003909,LEN8880573908,2023-01-31,Performance Issue,5,401.44
INC002431,AST003910,HP7496833909,2020-07-23,Performance Issue,7,396.5
INC002432,AST003913,LEN2521343912,2024-05-21,Performance Issue,5,224.58
INC002433,AST003918,DEL3567133917,2023-02-20,Performance Issue,12,462.22
INC002434,AST003918,DEL3567133917,2023-05-11,Performance Issue,5,319.86
INC002435,AST003926,APP5022923925,2023-01-23,Network Issue,12,357.62
INC002436,AST003932,DEL6625993931,2020-04-17,Hardware Failure,5,50.71
INC002437,AST003932,DEL6625993931,2022-10-15,Performance Issue,9,366.1
INC002438,AST003932,DEL6625993931,2024-06-26,Hardware Failure,10,476.1
INC002439,AST003933,MIC6817463932,2024-01-06,Hardware Failure,4,362.63
INC002440,AST003933,MIC6817463932,2020-04-15,Network Issue,14,171.16
INC002441,AST003938,HP3001433937,2024-05-19,Hardware Failure,5,283.17
INC002442,AST003938,HP3001433937,2024-05-22,Network Issue,1,60.13
INC002443,AST003938,HP3001433937,2023-09-11,Software Issue,7,94.43
INC002444,AST003939,MIC9404943938,2020-05-24,Network Issue,10,455.95
INC002445,AST003940,MIC2469953939,2024-06-07,Network Issue,7,486.84
INC002446,AST003940,MIC2469953939,2024-09-21,Software Issue,10,100.65
INC002447,AST003944,HP1949693943,2021-01-19,Network Issue,11,73.27
INC002448,AST003944,HP1949693943,2022-06-21,Software Issue,4,488.38
INC002449,AST003944,HP1949693943,2022-12-23,Network Issue,10,448.35
INC002450,AST003945,DEL7074433944,2023-02-24,Network Issue,1,430.82
INC002451,AST003945,DEL7074433944,2022-04-29,Network Issue,15,209.78
INC002452,AST003947,DEL5357723946,2023-10-18,Hardware Failure,1,94.65
INC002453,AST003947,DEL5357723946,2023-03-24,Network Issue,7,124.03
INC002454,AST003947,DEL5357723946,2022-11-07,Performance Issue,9,100.7
INC002455,AST003948,DEL7982883947,2024-06-19,Network Issue,6,57.42
INC002456,AST003951,APP6119103950,2022-03-11,Hardware Failure,13,88.91
INC002457,AST003951,APP6119103950,2024-08-19,Software Issue,9,391.49
INC002458,AST003951,APP6119103950,2022-03-13,Software Issue,15,324.65
INC002459,AST003956,DEL6474013955,2023-06-11,Performance Issue,11,206.12
INC002460,AST003964,LEN7403423963,2020-05-30,Performance Issue,9,203.35
INC002461,AST003964,LEN7403423963,2019-01-11,Network Issue,8,294.8
INC002462,AST003965,DEL6316763964,2023-12-18,Network Issue,11,455.69
INC002463,AST003966,HP5274723965,2024-04-19,Performance Issue,11,440.7
INC002464,AST003966,HP5274723965,2023-08-07,Performance Issue,8,152.95
INC002465,AST003966,HP5274723965,2023-05-25,Performance Issue,4,453.45
INC002466,AST003972,APP9795733971,2023-07-30,Software Issue,6,226.64
INC002467,AST003972,APP9795733971,2023-04-11,Performance Issue,13,53.56
INC002468,AST003975,MIC5733983974,2023-06-12,Hardware Failure,6,229.53
INC002469,AST003977,DEL2102893976,2020-05-18,Software Issue,4,171.64
INC002470,AST003983,MIC3127753982,2024-02-02,Software Issue,5,182.13
INC002471,AST003986,LEN9820993985,2021-03-19,Performance Issue,11,430.22
INC002472,AST003986,LEN9820993985,2022-10-20,Hardware Failure,5,405.79
INC002473,AST003986,LEN9820993985,2023-02-03,Hardware Failure,9,288.68
INC002474,AST003993,HP9590873992,2023-07-09,Hardware Failure,8,336.51
INC002475,AST003993,HP9590873992,2023-02-04,Hardware Failure,6,223.03
INC002476,AST003994,DEL3003973993,2024-08-31,Software Issue,5,119.17
INC002477,AST004001,DEL5036524000,2021-10-03,Hardware Failure,13,429.12
INC002478,AST004001,DEL5036524000,2023-07-23,Hardware Failure,5,157.61
INC002479,AST004004,DEL7487074003,2020-09-12,Performance Issue,15,472.2
INC002480,AST004004,DEL7487074003,2020-04-01,Network Issue,14,332.06
INC002481,AST004007,LEN5058454006,2024-08-02,Performance Issue,15,102.52
INC002482,AST004007,LEN5058454006,2021-07-03,Hardware Failure,6,309.0
INC002483,AST004009,HP3248464008,2022-10-24,Network Issue,6,484.64
INC002484,AST004010,APP1037014009,2024-03-30,Performance Issue,6,337.57
INC002485,AST004010,APP1037014009,2022-09-08,Network Issue,8,497.22
INC002486,AST004010,APP1037014009,2022-02-07,Hardware Failure,10,369.78
INC002487,AST004011,LEN4874034010,2024-09-18,Hardware Failure,5,390.81
INC002488,AST004013,LEN8753834012,2023-07-19,Software Issue,12,448.26
INC002489,AST004013,LEN8753834012,2020-08-05,Network Issue,11,487.28
INC002490,AST004018,DEL5283864017,2023-03-31,Network Issue,7,254.14
INC002491,AST004018,DEL5283864017,2022-07-05,Network Issue,7,255.37
INC002492,AST004018,DEL5283864017,2023-11-15,Network Issue,15,241.03
INC002493,AST004026,DEL1387054025,2024-07-13,Network Issue,7,404.59
INC002494,AST004026,DEL1387054025,2022-12-07,Software Issue,12,135.93
INC002495,AST004027,HP9237464026,2022-01-20,Performance Issue,7,160.4
INC002496,AST004027,HP9237464026,2020-10-19,Performance Issue,15,178.9
INC002497,AST004027,HP9237464026,2022-07-19,Performance Issue,1,323.16
INC002498,AST004032,HP2715524031,2024-08-16,Software Issue,15,295.69
INC002499,AST004032,HP2715524031,2023-12-04,Network Issue,6,312.75
INC002500,AST004034,MIC8917284033,2024-08-06,Hardware Failure,2,278.76
INC002501,AST004034,MIC8917284033,2024-01-26,Hardware Failure,1,60.2
INC002502,AST004034,MIC8917284033,2024-06-23,Software Issue,5,94.6
INC002503,AST004043,LEN5286014042,2024-09-29,Network Issue,4,65.3
INC002504,AST004043,LEN5286014042,2022-05-25,Software Issue,11,334.34
INC002505,AST004043,LEN5286014042,2021-07-15,Network Issue,11,477.68
INC002506,AST004044,APP4565704043,2024-08-06,Network Issue,6,97.19
INC002507,AST004045,DEL6022434044,2021-11-05,Hardware Failure,12,432.0
INC002508,AST004045,DEL6022434044,2022-02-21,Software Issue,2,479.65
INC002509,AST004045,DEL6022434044,2022-09-20,Hardware Failure,8,478.11
INC002510,AST004048,LEN3308574047,2021-01-12,Performance Issue,6,466.64
INC002511,AST004051,HP5987024050,2023-08-17,Hardware Failure,12,251.08
INC002512,AST004052,HP9106654051,2021-11-25,Hardware Failure,4,54.93
INC002513,AST004060,MIC7732154059,2021-10-22,Network Issue,10,124.5
INC002514,AST004060,MIC7732154059,2023-08-17,Network Issue,15,121.66
INC002515,AST004060,MIC7732154059,2020-11-21,Performance Issue,1,111.24
INC002516,AST004062,HP9452514061,2023-08-30,Hardware Failure,2,202.67
INC002517,AST004063,APP3890314062,2023-09-24,Software Issue,6,321.66
INC002518,AST004063,APP3890314062,2024-10-01,Network Issue,10,252.71
INC002519,AST004063,APP3890314062,2024-01-06,Network Issue,13,182.59
INC002520,AST004064,HP4550444063,2023-11-08,Network Issue,8,371.2
INC002521,AST004065,HP1726284064,2024-03-08,Software Issue,2,114.1
INC002522,AST004068,DEL4321854067,2023-02-09,Hardware Failure,3,277.08
INC002523,AST004068,DEL4321854067,2022-01-29,Software Issue,2,236.91
INC002524,AST004074,HP9044074073,2022-12-15,Hardware Failure,6,208.62
INC002525,AST004078,APP9154194077,2023-06-29,Performance Issue,10,220.71
INC002526,AST004078,APP9154194077,2023-03-16,Performance Issue,15,193.91
INC002527,AST004078,APP9154194077,2023-09-02,Software Issue,6,200.24
INC002528,AST004079,LEN4882234078,2022-10-21,Performance Issue,10,231.51
INC002529,AST004079,LEN4882234078,2023-12-09,Network Issue,3,424.42
INC002530,AST004082,APP9805504081,2024-02-26,Software Issue,2,291.69
INC002531,AST004083,HP7851914082,2024-06-19,Performance Issue,13,468.24
INC002532,AST004084,MIC1655444083,2022-10-28,Hardware Failure,1,106.43
INC002533,AST004084,MIC1655444083,2022-03-10,Performance Issue,10,164.52
INC002534,AST004084,MIC1655444083,2024-01-01,Network Issue,9,357.83
INC002535,AST004086,DEL3638864085,2023-04-05,Network Issue,14,387.9
INC002536,AST004086,DEL3638864085,2022-09-23,Performance Issue,9,247.92
INC002537,AST004086,DEL3638864085,2024-01-22,Performance Issue,3,190.06
INC002538,AST004087,DEL3866324086,2023-11-16,Software Issue,1,263.98
INC002539,AST004087,DEL3866324086,2023-10-08,Hardware Failure,2,220.12
INC002540,AST004087,DEL3866324086,2023-10-31,Network Issue,11,224.37
INC002541,AST004089,MIC3874994088,2024-10-31,Network Issue,3,217.65
INC002542,AST004089,MIC3874994088,2024-10-31,Network Issue,5,395.5
INC002543,AST004090,HP1470314089,2019-02-10,Software Issue,12,146.87
INC002544,AST004090,HP1470314089,2023-10-26,Software Issue,11,493.18
INC002545,AST004090,HP1470314089,2019-09-14,Performance Issue,2,90.15
INC002546,AST004093,DEL1753294092,2021-09-21,Hardware Failure,10,348.62
INC002547,AST004094,HP9333764093,2022-05-30,Software Issue,12,383.1
INC002548,AST004099,DEL4362584098,2022-03-10,Performance Issue,1,348.76
INC002549,AST004102,DEL2425394101,2021-07-12,Performance Issue,11,426.62
INC002550,AST004102,DEL2425394101,2023-05-26,Performance Issue,13,282.21
INC002551,AST004102,DEL2425394101,2023-05-02,Hardware Failure,5,215.41
INC002552,AST004109,LEN1963344108,2019-06-15,Software Issue,14,453.49
INC002553,AST004109,LEN1963344108,2022-09-04,Hardware Failure,5,116.06
INC002554,AST004113,LEN9098604112,2024-08-25,Network Issue,2,269.69
INC002555,AST004113,LEN9098604112,2023-01-13,Performance Issue,7,347.36
INC002556,AST004113,LEN9098604112,2023-05-08,Network Issue,1,128.64
INC002557,AST004121,LEN1900064120,2023-10-26,Network Issue,4,241.9
INC002558,AST004121,LEN1900064120,2023-03-02,Network Issue,3,430.35
INC002559,AST004121,LEN1900064120,2020-11-11,Network Issue,5,255.9
INC002560,AST004124,DEL2402684123,2021-08-16,Performance Issue,3,261.88
INC002561,AST004124,DEL2402684123,2022-04-23,Network Issue,1,414.59
INC002562,AST004124,DEL2402684123,2022-02-14,Hardware Failure,3,52.65
INC002563,AST004125,DEL9880974124,2022-06-09,Network Issue,14,200.35
INC002564,AST004127,APP9875744126,2023-10-06,Performance Issue,11,353.41
INC002565,AST004127,APP9875744126,2023-12-14,Hardware Failure,11,203.81
INC002566,AST004127,APP9875744126,2024-02-15,Network Issue,4,70.18
INC002567,AST004128,HP8926334127,2021-03-11,Network Issue,12,298.82
INC002568,AST004128,HP8926334127,2019-09-21,Performance Issue,13,365.95
INC002569,AST004128,HP8926334127,2023-01-31,Hardware Failure,6,197.44
INC002570,AST004129,LEN5681444128,2021-08-14,Network Issue,1,141.13
INC002571,AST004132,LEN6876214131,2021-08-09,Software Issue,5,460.61
INC002572,AST004133,APP1853344132,2021-09-15,Performance Issue,13,363.66
INC002573,AST004135,LEN6017814134,2022-06-29,Performance Issue,11,134.56
INC002574,AST004135,LEN6017814134,2022-10-14,Performance Issue,6,229.19
INC002575,AST004135,LEN6017814134,2022-05-02,Performance Issue,4,411.55
INC002576,AST004139,LEN6890864138,2020-05-17,Hardware Failure,15,96.74
INC002577,AST004139,LEN6890864138,2023-01-07,Hardware Failure,5,83.79
INC002578,AST004140,DEL6835744139,2023-08-15,Hardware Failure,14,119.79
INC002579,AST004140,DEL6835744139,2022-01-05,Hardware Failure,3,252.95
INC002580,AST004146,DEL4834804145,2022-02-04,Network Issue,6,229.56
INC002581,AST004146,DEL4834804145,2022-07-06,Performance Issue,14,248.62
INC002582,AST004146,DEL4834804145,2023-12-01,Network Issue,15,454.7
INC002583,AST004154,HP3694024153,2024-01-29,Network Issue,11,227.96
INC002584,AST004156,DEL2096864155,2020-12-13,Network Issue,10,348.0
INC002585,AST004162,APP1240974161,2024-05-31,Software Issue,4,148.14
INC002586,AST004162,APP1240974161,2023-04-05,Software Issue,6,309.04
INC002587,AST004164,HP2019254163,2022-03-29,Software Issue,12,259.29
INC002588,AST004164,HP2019254163,2023-05-12,Software Issue,11,424.29
INC002589,AST004164,HP2019254163,2019-05-20,Software Issue,10,180.66
INC002590,AST004167,LEN9319044166,2023-10-29,Network Issue,13,289.57
INC002591,AST004167,LEN9319044166,2024-02-26,Hardware Failure,1,168.78
INC002592,AST004167,LEN9319044166,2024-05-18,Network Issue,5,215.58
INC002593,AST004169,MIC2695584168,2020-01-07,Hardware Failure,11,312.27
INC002594,AST004169,MIC2695584168,2020-10-06,Performance Issue,2,349.74
INC002595,AST004177,LEN4687764176,2021-11-01,Software Issue,15,298.33
INC002596,AST004183,APP3317694182,2024-06-18,Performance Issue,13,337.32
INC002597,AST004183,APP3317694182,2024-09-04,Hardware Failure,6,52.04
INC002598,AST004190,MIC1084374189,2024-07-27,Software Issue,12,400.42
INC002599,AST004190,MIC1084374189,2022-02-02,Network Issue,4,388.02
INC002600,AST004196,MIC1408834195,2024-02-15,Software Issue,4,95.41
INC002601,AST004196,MIC1408834195,2024-02-12,Network Issue,7,234.85
INC002602,AST004201,DEL3037074200,2023-07-02,Performance Issue,8,169.15
INC002603,AST004201,DEL3037074200,2024-06-16,Network Issue,12,131.4
INC002604,AST004202,LEN8175304201,2022-09-17,Performance Issue,1,352.39
INC002605,AST004202,LEN8175304201,2023-12-02,Software Issue,5,114.24
INC002606,AST004202,LEN8175304201,2022-11-20,Software Issue,14,128.95
INC002607,AST004203,APP4154604202,2020-05-25,Performance Issue,5,329.14
INC002608,AST004205,APP8037074204,2022-12-01,Performance Issue,3,111.96
INC002609,AST004205,APP8037074204,2022-10-05,Software Issue,3,67.99
INC002610,AST004206,HP9452694205,2023-02-04,Performance Issue,14,391.96
INC002611,AST004206,HP9452694205,2024-07-28,Network Issue,15,423.26
INC002612,AST004207,APP1576534206,2023-07-28,Hardware Failure,4,341.84
INC002613,AST004207,APP1576534206,2023-07-10,Hardware Failure,1,193.18
INC002614,AST004207,APP1576534206,2023-06-11,Network Issue,8,119.48
INC002615,AST004210,MIC1607674209,2023-08-09,Hardware Failure,3,375.09
INC002616,AST004210,MIC1607674209,2022-11-06,Performance Issue,9,357.74
INC002617,AST004215,LEN3525344214,2024-04-07,Performance Issue,3,66.84
INC002618,AST004216,MIC1186834215,2022-09-25,Software Issue,10,93.99
INC002619,AST004221,MIC8668854220,2023-11-20,Network Issue,5,292.44
INC002620,AST004226,DEL6333034225,2024-04-03,Software Issue,3,416.67
INC002621,AST004226,DEL6333034225,2021-03-09,Network Issue,14,92.71
INC002622,AST004226,DEL6333034225,2023-01-26,Network Issue,7,107.08
INC002623,AST004229,LEN5430754228,2020-03-20,Network Issue,10,244.04
INC002624,AST004229,LEN5430754228,2021-05-15,Hardware Failure,4,453.82
INC002625,AST004229,LEN5430754228,2023-10-09,Network Issue,9,482.08
INC002626,AST004234,DEL2933944233,2021-11-26,Network Issue,14,359.74
INC002627,AST004234,DEL2933944233,2021-11-13,Performance Issue,13,78.14
INC002628,AST004237,HP8675454236,2021-04-11,Network Issue,3,146.58
INC002629,AST004239,APP6031714238,2020-10-02,Software Issue,4,470.17
INC002630,AST004239,APP6031714238,2022-12-18,Performance Issue,2,378.37
INC002631,AST004239,APP6031714238,2019-10-11,Network Issue,15,477.81
INC002632,AST004242,APP6882764241,2022-10-08,Software Issue,3,277.76
INC002633,AST004242,APP6882764241,2019-06-04,Hardware Failure,13,410.73
INC002634,AST004242,APP6882764241,2021-04-04,Performance Issue,8,86.59
INC002635,AST004244,DEL4690504243,2023-06-08,Hardware Failure,13,192.36
INC002636,AST004245,APP9196234244,2023-12-13,Software Issue,5,350.31
INC002637,AST004245,APP9196234244,2023-04-24,Hardware Failure,5,99.54
INC002638,AST004246,LEN8180014245,2023-11-28,Performance Issue,8,188.64
INC002639,AST004246,LEN8180014245,2023-09-15,Hardware Failure,6,149.57
INC002640,AST004246,LEN8180014245,2021-01-23,Software Issue,4,470.05
INC002641,AST004250,APP9455894249,2021-03-11,Performance Issue,5,324.43
INC002642,AST004255,APP7605454254,2023-07-25,Hardware Failure,12,498.08
INC002643,AST004255,APP7605454254,2023-11-07,Software Issue,7,224.92
INC002644,AST004257,DEL9424014256,2021-03-08,Software Issue,7,470.81
INC002645,AST004261,APP1252024260,2019-06-19,Performance Issue,2,195.5
INC002646,AST004261,APP1252024260,2023-11-07,Performance Issue,10,77.53
INC002647,AST004261,APP1252024260,2024-07-25,Software Issue,15,391.74
INC002648,AST004263,MIC5432864262,2023-04-04,Performance Issue,12,264.5
INC002649,AST004263,MIC5432864262,2023-04-26,Performance Issue,11,348.02
INC002650,AST004263,MIC5432864262,2024-10-31,Performance Issue,2,391.08
INC002651,AST004266,DEL9276224265,2020-10-07,Software Issue,13,464.18
INC002652,AST004269,DEL3784334268,2023-03-01,Network Issue,5,89.49
INC002653,AST004269,DEL3784334268,2022-02-09,Hardware Failure,7,368.85
INC002654,AST004269,DEL3784334268,2023-11-23,Software Issue,3,384.9
INC002655,AST004272,APP9984364271,2022-05-23,Network Issue,6,431.27
INC002656,AST004273,DEL6364864272,2021-06-14,Software Issue,13,237.71
INC002657,AST004273,DEL6364864272,2022-07-13,Hardware Failure,14,86.71
INC002658,AST004273,DEL6364864272,2022-03-04,Performance Issue,9,407.89
INC002659,AST004283,HP5225004282,2024-07-26,Performance Issue,2,133.38
INC002660,AST004284,MIC1415904283,2022-01-01,Hardware Failure,2,109.56
INC002661,AST004291,HP9155734290,2023-12-13,Network Issue,7,463.2
INC002662,AST004291,HP9155734290,2024-06-05,Hardware Failure,2,149.8
INC002663,AST004291,HP9155734290,2024-04-02,Software Issue,8,311.34
INC002664,AST004295,HP3088934294,2021-12-16,Performance Issue,14,197.45
INC002665,AST004296,LEN5955304295,2021-04-11,Software Issue,12,482.11
INC002666,AST004296,LEN5955304295,2023-02-27,Performance Issue,11,326.9
INC002667,AST004296,LEN5955304295,2023-12-06,Network Issue,4,457.9
INC002668,AST004298,DEL8484244297,2021-12-07,Software Issue,10,387.81
INC002669,AST004298,DEL8484244297,2022-04-30,Software Issue,1,236.99
INC002670,AST004300,HP8468574299,2024-02-12,Network Issue,13,286.15
INC002671,AST004300,HP8468574299,2024-06-09,Performance Issue,14,73.94
INC002672,AST004301,DEL6394694300,2021-02-09,Performance Issue,7,210.65
INC002673,AST004302,HP8046104301,2023-12-26,Network Issue,15,231.71
INC002674,AST004302,HP8046104301,2022-10-01,Network Issue,10,375.06
INC002675,AST004302,HP8046104301,2023-12-08,Software Issue,13,289.25
INC002676,AST004307,HP7562344306,2023-03-12,Performance Issue,5,320.69
INC002677,AST004307,HP7562344306,2024-04-26,Hardware Failure,12,150.27
INC002678,AST004311,HP7263784310,2022-09-23,Software Issue,2,303.55
INC002679,AST004311,HP7263784310,2020-10-13,Performance Issue,9,287.09
INC002680,AST004311,HP7263784310,2019-06-14,Performance Issue,12,241.76
INC002681,AST004313,HP3256424312,2024-09-28,Software Issue,6,270.91
INC002682,AST004313,HP3256424312,2024-03-29,Hardware Failure,8,180.38
INC002683,AST004315,MIC1840144314,2024-08-16,Network Issue,2,180.31
INC002684,AST004320,HP7281554319,2021-01-11,Software Issue,1,456.71
INC002685,AST004324,APP5223724323,2022-11-09,Performance Issue,5,255.07
INC002686,AST004324,APP5223724323,2021-12-18,Performance Issue,12,62.57
INC002687,AST004324,APP5223724323,2020-12-10,Performance Issue,14,361.99
INC002688,AST004329,HP4071434328,2020-10-25,Software Issue,1,253.11
INC002689,AST004330,LEN9700804329,2024-04-03,Hardware Failure,15,196.49
INC002690,AST004339,HP8710654338,2021-02-24,Software Issue,7,188.5
INC002691,AST004339,HP8710654338,2020-09-22,Network Issue,14,483.57
INC002692,AST004339,HP8710654338,2019-12-26,Network Issue,3,222.98
INC002693,AST004342,HP7806044341,2024-01-11,Network Issue,14,64.61
INC002694,AST004342,HP7806044341,2024-01-18,Network Issue,13,76.14
INC002695,AST004352,HP7347654351,2020-06-20,Performance Issue,13,385.0
INC002696,AST004352,HP7347654351,2021-10-01,Hardware Failure,7,370.73
INC002697,AST004355,APP7588444354,2023-09-30,Software Issue,15,332.19
INC002698,AST004358,HP8307484357,2024-07-20,Software Issue,13,264.94
INC002699,AST004358,HP8307484357,2024-09-27,Hardware Failure,11,102.6
INC002700,AST004364,HP1067254363,2019-04-02,Performance Issue,13,63.45
INC002701,AST004364,HP1067254363,2023-04-18,Hardware Failure,4,411.58
INC002702,AST004364,HP1067254363,2021-08-29,Performance Issue,4,307.09
INC002703,AST004365,DEL6539544364,2020-12-03,Software Issue,1,142.27
INC002704,AST004365,DEL6539544364,2021-02-01,Performance Issue,8,433.45
INC002705,AST004368,LEN7132684367,2022-01-22,Software Issue,1,308.83
INC002706,AST004368,LEN7132684367,2020-02-17,Network Issue,4,296.31
INC002707,AST004370,APP5152374369,2023-06-24,Hardware Failure,11,344.22
INC002708,AST004373,HP3111424372,2024-01-17,Hardware Failure,9,68.12
INC002709,AST004374,APP1198194373,2024-07-27,Hardware Failure,10,341.48
INC002710,AST004374,APP1198194373,2018-12-31,Hardware Failure,2,182.63
INC002711,AST004374,APP1198194373,2021-11-01,Performance Issue,2,239.42
INC002712,AST004375,LEN9289924374,2022-10-07,Hardware Failure,10,415.3
INC002713,AST004375,LEN9289924374,2023-05-13,Software Issue,10,441.37
INC002714,AST004387,LEN6786284386,2022-04-16,Software Issue,8,332.26
INC002715,AST004388,LEN4781644387,2022-09-17,Performance Issue,15,413.98
INC002716,AST004388,LEN4781644387,2022-05-28,Network Issue,5,374.75
INC002717,AST004388,LEN4781644387,2023-10-24,Software Issue,2,108.71
INC002718,AST004392,HP7511544391,2021-01-22,Software Issue,15,131.86
INC002719,AST004392,HP7511544391,2023-06-24,Performance Issue,15,72.46
INC002720,AST004392,HP7511544391,2022-09-20,Hardware Failure,11,376.08
INC002721,AST004396,APP2939634395,2023-06-05,Software Issue,15,112.89
INC002722,AST004400,HP4272604399,2023-06-09,Hardware Failure,7,456.02
INC002723,AST004401,DEL3849144400,2022-02-26,Software Issue,13,160.77
INC002724,AST004404,HP7655954403,2022-07-09,Performance Issue,7,348.18
INC002725,AST004405,MIC6346344404,2022-06-08,Performance Issue,2,95.17
INC002726,AST004405,MIC6346344404,2023-04-01,Performance Issue,14,339.17
INC002727,AST004405,MIC6346344404,2024-04-19,Performance Issue,8,471.76
INC002728,AST004406,MIC9387094405,2021-04-26,Hardware Failure,5,182.61
INC002729,AST004406,MIC9387094405,2020-11-25,Software Issue,8,281.45
INC002730,AST004406,MIC9387094405,2024-08-08,Software Issue,2,402.44
INC002731,AST004412,APP6209324411,2021-02-13,Software Issue,3,199.08
INC002732,AST004412,APP6209324411,2022-07-16,Software Issue,12,113.54
INC002733,AST004412,APP6209324411,2024-08-21,Network Issue,6,279.84
INC002734,AST004413,LEN4303514412,2021-02-16,Hardware Failure,2,265.56
INC002735,AST004413,LEN4303514412,2024-08-24,Hardware Failure,6,311.35
INC002736,AST004413,LEN4303514412,2022-12-07,Performance Issue,9,282.92
INC002737,AST004416,HP9800574415,2021-02-27,Network Issue,14,229.19
INC002738,AST004416,HP9800574415,2022-01-06,Network Issue,3,405.21
INC002739,AST004417,APP8204504416,2023-01-05,Performance Issue,15,335.57
INC002740,AST004417,APP8204504416,2022-02-27,Performance Issue,2,299.02
INC002741,AST004417,APP8204504416,2024-06-27,Performance Issue,8,241.06
INC002742,AST004421,LEN9953654420,2019-06-01,Performance Issue,4,250.59
INC002743,AST004421,LEN9953654420,2022-02-22,Performance Issue,2,250.3
INC002744,AST004422,APP3289154421,2023-01-06,Performance Issue,13,94.26
INC002745,AST004422,APP3289154421,2023-11-07,Performance Issue,3,474.1
INC002746,AST004423,APP8462904422,2023-01-19,Hardware Failure,9,90.94
INC002747,AST004428,DEL7386764427,2022-10-21,Performance Issue,1,116.36
INC002748,AST004428,DEL7386764427,2023-10-10,Network Issue,9,189.53
INC002749,AST004428,DEL7386764427,2023-12-16,Hardware Failure,10,66.4
INC002750,AST004431,HP4608264430,2022-01-26,Hardware Failure,14,410.68
INC002751,AST004433,MIC8625484432,2023-02-12,Software Issue,8,250.77
INC002752,AST004434,MIC6017564433,2024-09-11,Hardware Failure,7,179.76
INC002753,AST004435,LEN6689644434,2021-08-31,Network Issue,10,157.7
INC002754,AST004435,LEN6689644434,2024-05-09,Performance Issue,13,441.98
INC002755,AST004435,LEN6689644434,2023-05-07,Software Issue,11,344.16
INC002756,AST004436,DEL6882124435,2022-02-08,Performance Issue,11,75.2
INC002757,AST004438,DEL4401344437,2024-02-18,Performance Issue,2,490.4
INC002758,AST004438,DEL4401344437,2020-06-19,Hardware Failure,8,116.07
INC002759,AST004438,DEL4401344437,2024-05-11,Hardware Failure,13,393.49
INC002760,AST004439,LEN6757504438,2024-08-08,Performance Issue,6,72.05
INC002761,AST004439,LEN6757504438,2022-06-01,Network Issue,2,243.11
INC002762,AST004443,LEN3005604442,2022-01-17,Software Issue,5,343.05
INC002763,AST004447,MIC5874024446,2024-01-14,Software Issue,1,358.79
