CI_ID,Serial_Number,Discovered_User,Discovered_Encryption,Last_Discovery_Date,Discovery_Source
CI322203,DEL2815803987,user8181,,2024-08-06,Intune
CI428304,LEN5739943988,user2818,Encrypted,2024-09-22,Intune
CI751934,DEL6950163989,user8025,Encrypted,2024-09-27,Intune
CI656034,APP2110123990,user2850,,2024-10-29,Intune
CI792538,HP9590873992,user4504,,2024-09-23,SCCM
CI433518,APP9599313994,user1454,Encrypted,2024-08-03,JAMF
CI573439,APP2505063996,user4097,Encrypted,2024-10-31,Intune
CI732632,LEN9733233997,user8030,,2024-08-04,SCCM
CI364080,APP5397433998,user3523,Encrypted,2024-10-25,SCCM
CI993501,LEN8516653999,user6502,,2024-08-12,JAMF
CI682478,DEL5036524000,user6005,Encrypted,2024-08-20,Intune
CI910942,LEN3712684001,user8435,Encrypted,2024-10-10,JAMF
CI319768,MIC4836154002,user2121,Encrypted,2024-08-18,JAMF
CI410555,DEL7487074003,user7913,,2024-10-26,SCCM
CI795759,LEN6632864004,user9566,Encrypted,2024-10-14,Intune
CI554091,MIC6644494005,user4642,,2024-09-10,JAMF
CI761238,LEN5058454006,user4012,Encrypted,2024-08-18,Intune
CI598157,DEL3953754007,user6367,,2024-10-25,Intune
CI939173,HP3248464008,user6488,Encrypted,2024-08-16,SCCM
CI540698,LEN4874034010,user7157,Encrypted,2024-08-31,SCCM
CI105454,APP1224294011,user8074,,2024-10-24,SCCM
CI502741,LEN8753834012,user7045,Encrypted,2024-10-26,Intune
CI345825,HP2837364013,user7804,,2024-08-04,Intune
CI424135,MIC8336944014,user6674,,2024-08-24,SCCM
CI217105,HP1094234016,user3430,,2024-09-27,JAMF
CI966580,DEL5283864017,user5652,,2024-09-07,Intune
CI370133,LEN9103004018,,,2024-08-08,JAMF
CI879970,DEL1264314019,user2589,Encrypted,2024-08-29,SCCM
CI524519,DEL4079754020,user8303,Encrypted,2024-10-20,JAMF
CI620734,DEL4578444021,user9637,Encrypted,2024-10-11,JAMF
CI929151,LEN3379704022,user1668,Encrypted,2024-09-23,JAMF
CI408727,LEN3149724023,user4015,Encrypted,2024-09-24,JAMF
CI510345,DEL3217604024,user8057,Encrypted,2024-10-17,Intune
CI933829,DEL1387054025,user5038,,2024-10-11,Intune
CI208073,HP9237464026,user8921,,2024-08-14,JAMF
CI708665,DEL1982614027,user7076,Encrypted,2024-10-06,JAMF
CI837982,MIC8954184028,user8739,Encrypted,2024-08-24,Intune
CI742722,APP9135664029,user4249,Encrypted,2024-09-10,SCCM
CI957456,LEN2919994030,user6613,Encrypted,2024-09-24,JAMF
CI893546,HP2715524031,user5810,,2024-08-07,SCCM
CI693138,HP1125394032,user1937,Encrypted,2024-10-14,SCCM
CI409176,MIC8917284033,user5329,Encrypted,2024-08-25,JAMF
CI584067,DEL2732814034,user4043,,2024-10-12,JAMF
CI764017,HP4385384036,user7628,Encrypted,2024-10-29,Intune
CI886732,MIC4506144037,user6724,Encrypted,2024-08-13,SCCM
CI251356,DEL1959284038,user8412,Not Encrypted,2024-10-04,SCCM
CI249064,DEL5661684039,user9342,Encrypted,2024-10-03,JAMF
CI946334,LEN1810214040,user6419,,2024-09-13,SCCM
CI611243,HP7008444041,user8459,,2024-09-25,JAMF
CI698767,LEN5286014042,user7032,Encrypted,2024-09-16,Intune
CI687555,APP4565704043,user9584,,2024-09-18,Intune
CI647012,DEL6022434044,user9385,Encrypted,2024-10-04,SCCM
CI306824,LEN3308574047,user8552,Encrypted,2024-10-10,SCCM
CI636475,HP6937054048,user5805,Encrypted,2024-10-27,SCCM
CI319552,MIC9670594049,user2065,Encrypted,2024-10-16,SCCM
CI589731,HP5987024050,user8635,Encrypted,2024-10-26,SCCM
CI556416,HP9106654051,user6549,,2024-10-07,JAMF
CI253241,DEL5112234052,user9698,Encrypted,2024-09-07,SCCM
CI604440,LEN1133534053,user9755,Encrypted,2024-08-04,Intune
CI270564,LEN3651764054,user4284,Encrypted,2024-10-11,Intune
CI570312,MIC7498044055,user8485,,2024-09-22,Intune
CI891881,LEN2247384056,user2650,Encrypted,2024-09-15,SCCM
CI488688,MIC6014074058,user3769,,2024-09-30,JAMF
CI284846,MIC7732154059,user9142,Encrypted,2024-09-10,Intune
CI482674,MIC8180274060,user3718,Encrypted,2024-09-03,SCCM
CI765385,HP9452514061,user4438,Encrypted,2024-08-25,Intune
CI143978,APP3890314062,user5094,,2024-08-18,JAMF
CI866160,HP4550444063,user7801,Encrypted,2024-08-26,Intune
CI501153,HP1726284064,user2970,Encrypted,2024-08-10,SCCM
CI883673,LEN9538454065,user4300,Encrypted,2024-10-12,SCCM
CI455966,DEL4321854067,user5324,Unknown,2024-10-20,SCCM
CI688249,HP2291964068,,Encrypted,2024-08-19,SCCM
CI204613,MIC7697994069,user1817,Encrypted,2024-08-07,JAMF
CI378043,HP8568554070,user4184,Not Encrypted,2024-08-17,Intune
CI912177,LEN4506004071,user9045,Encrypted,2024-09-08,Intune
CI369419,HP1020454072,user9227,Encrypted,2024-09-09,SCCM
CI529463,HP9044074073,user6690,,2024-10-10,JAMF
CI692273,DEL7444244074,user7529,Unknown,2024-08-08,SCCM
CI602137,APP3399854075,user1610,Encrypted,2024-10-13,SCCM
CI791522,MIC4007364076,user6402,,2024-08-29,SCCM
CI424238,APP9154194077,user9992,Encrypted,2024-08-30,Intune
CI555374,LEN4882234078,user5133,Encrypted,2024-10-23,SCCM
CI718338,MIC8070174080,user3180,Encrypted,2024-08-24,Intune
CI880584,APP9805504081,,,2024-10-31,JAMF
CI177902,HP7851914082,user8362,Encrypted,2024-10-10,Intune
CI727142,MIC1655444083,user1206,Encrypted,2024-09-20,JAMF
CI294393,DEL3638864085,user9680,Not Encrypted,2024-09-09,Intune
CI171401,DEL3866324086,user4096,Encrypted,2024-09-06,SCCM
CI616962,MIC1618624087,user4764,Unknown,2024-08-26,SCCM
CI320860,MIC3874994088,user6734,Unknown,2024-08-03,Intune
CI792597,HP1470314089,user3302,,2024-08-02,JAMF
CI826809,HP3665194090,user9360,Encrypted,2024-08-16,Intune
CI308756,HP4478484091,user8666,Not Encrypted,2024-09-19,JAMF
CI957751,DEL1753294092,user7020,Encrypted,2024-10-20,SCCM
CI529624,HP9333764093,user8737,Encrypted,2024-09-20,JAMF
CI327057,LEN3093294094,user2212,Encrypted,2024-09-26,JAMF
CI786933,HP4750374095,user4806,,2024-09-11,SCCM
CI590023,MIC8989554097,user3283,Not Encrypted,2024-10-19,Intune
CI614666,DEL4362584098,user6880,,2024-09-19,JAMF
CI167908,DEL5889364100,user8125,,2024-09-07,Intune
CI108474,DEL2425394101,user3563,,2024-10-19,JAMF
CI298085,HP7452844102,user5844,,2024-10-02,Intune
CI597910,DEL2426134104,user8703,Unknown,2024-10-11,SCCM
CI203109,MIC1999464105,user2707,Unknown,2024-09-01,Intune
CI489479,APP5492094106,user1392,,2024-08-14,Intune
CI687578,MIC4220604107,user8546,,2024-09-07,JAMF
CI609803,LEN1963344108,user9613,,2024-08-17,JAMF
CI480436,LEN3312654109,user4800,Encrypted,2024-09-01,SCCM
CI832082,APP6316364110,user6742,Encrypted,2024-09-20,SCCM
CI455526,HP1754084111,user6643,Encrypted,2024-09-24,SCCM
CI410553,LEN9098604112,user3240,,2024-10-08,SCCM
CI994173,DEL5549004113,user3965,Encrypted,2024-09-12,SCCM
CI702252,APP3539934114,user8569,Encrypted,2024-09-30,JAMF
CI764640,APP8546724115,user3628,,2024-10-09,JAMF
CI701085,LEN7095394116,user9768,Encrypted,2024-09-04,SCCM
CI720917,DEL2162504117,,Not Encrypted,2024-10-12,SCCM
CI570025,HP6786324118,user5898,Unknown,2024-10-13,JAMF
CI513422,LEN1900064120,user5983,,2024-10-29,Intune
CI617737,APP6069924121,user9616,,2024-10-23,JAMF
CI197910,DEL8517544122,user4973,Encrypted,2024-08-05,JAMF
CI191877,DEL2402684123,user9804,Unknown,2024-08-18,JAMF
CI614614,DEL9880974124,user5114,Encrypted,2024-09-13,SCCM
CI520702,MIC5237984125,user6193,Encrypted,2024-09-16,SCCM
CI351494,APP9875744126,,Unknown,2024-10-14,Intune
CI732386,HP8926334127,user8985,Encrypted,2024-10-03,Intune
CI933270,LEN5681444128,user7304,Encrypted,2024-10-11,JAMF
CI646293,DEL5151184129,user6711,,2024-10-16,SCCM
CI689154,DEL2304964130,user3306,Unknown,2024-08-15,SCCM
CI658618,LEN6876214131,user1881,Encrypted,2024-08-25,Intune
CI191888,APP1853344132,user8384,Encrypted,2024-09-07,SCCM
CI127385,DEL5358414133,user7652,Encrypted,2024-09-13,Intune
CI499331,LEN6017814134,user5333,Encrypted,2024-10-31,JAMF
CI884000,MIC9673284135,user1748,,2024-10-03,Intune
CI705976,HP9292264136,user6059,Encrypted,2024-09-01,JAMF
CI178523,MIC6562804137,user2176,Encrypted,2024-10-08,JAMF
CI228133,LEN6890864138,user9500,,2024-09-15,SCCM
CI724943,DEL6835744139,user8855,Encrypted,2024-10-26,Intune
CI341357,MIC3756214140,user2735,Unknown,2024-08-29,JAMF
CI947184,LEN7488014142,user4496,,2024-08-04,Intune
CI600738,LEN1249654144,user5762,Encrypted,2024-10-30,JAMF
CI215310,DEL4834804145,user7430,Encrypted,2024-09-08,JAMF
CI392400,LEN9667114146,user9829,,2024-10-27,SCCM
CI927814,APP1987304147,user4462,Encrypted,2024-09-24,Intune
CI631918,APP1500314148,user6572,Encrypted,2024-09-20,SCCM
CI706479,DEL4097134149,user4966,Encrypted,2024-08-28,Intune
CI936806,HP3617224150,user5761,Encrypted,2024-08-26,JAMF
CI996119,APP1180124151,user7167,Encrypted,2024-10-03,SCCM
CI569789,APP8650574152,user1903,Encrypted,2024-09-26,Intune
CI507688,HP3694024153,user9968,Encrypted,2024-08-25,JAMF
CI891273,DEL2096864155,user1263,Encrypted,2024-08-05,SCCM
CI133540,HP2454434158,user4400,,2024-08-03,Intune
CI559133,HP7241084159,user9979,,2024-08-21,Intune
CI332681,HP6296194160,user4346,,2024-09-17,Intune
CI429402,APP1240974161,,Encrypted,2024-08-09,Intune
CI717424,HP3546394162,user9832,,2024-10-30,SCCM
CI554202,HP2019254163,user6444,,2024-10-01,Intune
CI522753,DEL8997614164,user1155,Encrypted,2024-10-07,Intune
CI771021,LEN7546194165,user6330,Encrypted,2024-08-07,SCCM
CI245491,LEN9319044166,user2804,,2024-09-09,JAMF
CI777879,MIC2442124167,user4310,Encrypted,2024-10-11,SCCM
CI610432,MIC2695584168,user9465,Encrypted,2024-09-10,SCCM
CI237008,MIC1741424169,user6392,Encrypted,2024-10-02,Intune
CI182897,HP2679904170,user5399,Encrypted,2024-09-26,SCCM
CI836926,LEN4088564171,user2364,,2024-08-27,SCCM
CI883817,LEN1776874172,user9875,Encrypted,2024-10-25,Intune
CI819031,MIC6102194173,,Encrypted,2024-09-30,SCCM
CI354295,MIC8486314174,user1843,,2024-10-04,Intune
CI485058,LEN4687764176,user4586,Encrypted,2024-09-10,Intune
CI505345,APP6229074178,user5563,,2024-10-02,SCCM
CI434050,MIC1316084180,user4432,Encrypted,2024-09-14,Intune
CI769840,APP5117084181,user6960,Unknown,2024-10-03,SCCM
CI941677,APP3317694182,user6931,,2024-09-19,SCCM
CI982672,APP1967434183,user1419,Not Encrypted,2024-08-31,SCCM
CI696567,LEN1583324184,user5325,Encrypted,2024-08-31,JAMF
CI820233,LEN1110484187,user7806,,2024-10-10,JAMF
CI655948,MIC1084374189,user1939,Encrypted,2024-10-01,SCCM
CI856028,DEL7554304190,user1588,,2024-09-27,JAMF
CI591389,LEN9699044191,user1579,,2024-09-15,JAMF
CI526956,LEN3427674192,user7291,Encrypted,2024-08-21,Intune
CI447895,MIC2039144193,user2713,Encrypted,2024-09-09,SCCM
CI723086,APP2897564194,user3725,,2024-08-27,SCCM
CI744165,MIC1408834195,user1990,,2024-10-03,JAMF
CI569070,MIC9532604196,user2438,Encrypted,2024-09-26,JAMF
CI970521,LEN7866184197,user5262,Encrypted,2024-09-18,JAMF
CI843454,MIC7809514198,user3901,Encrypted,2024-10-14,SCCM
CI595279,DEL3037074200,user6024,Encrypted,2024-08-23,JAMF
CI472677,LEN8175304201,user9529,Not Encrypted,2024-10-09,JAMF
CI317625,APP4154604202,user3396,Encrypted,2024-08-13,SCCM
CI426218,HP2043644203,user5130,Encrypted,2024-10-19,Intune
CI206358,APP8037074204,user1875,,2024-08-31,Intune
CI574189,HP9452694205,user9449,Encrypted,2024-10-16,JAMF
CI142848,APP1576534206,user1428,Not Encrypted,2024-09-04,SCCM
CI459346,HP2517504208,user6960,,2024-08-27,JAMF
CI865441,DEL7941274210,user7880,Encrypted,2024-10-17,Intune
CI196507,MIC9726004211,user9366,Encrypted,2024-10-15,JAMF
CI813182,DEL1263714212,user8268,Not Encrypted,2024-09-10,JAMF
CI777405,LEN3229754213,,Encrypted,2024-10-21,JAMF
CI744926,LEN3525344214,user4014,,2024-09-25,SCCM
CI503132,MIC1186834215,user5051,Encrypted,2024-09-14,SCCM
CI896097,LEN1871264216,user3799,Encrypted,2024-09-04,Intune
CI345175,APP1321894217,user4290,,2024-08-28,JAMF
CI110751,APP6778284218,user6360,,2024-08-17,JAMF
CI787262,LEN9303224219,user8174,,2024-08-19,JAMF
CI145416,MIC8668854220,user3949,Not Encrypted,2024-10-05,Intune
CI610201,LEN3494034221,user6673,Encrypted,2024-10-20,JAMF
CI707253,MIC5574964222,user4043,Encrypted,2024-08-30,Intune
CI532946,HP9163524223,user4833,Encrypted,2024-08-05,Intune
CI715014,MIC7922884224,user4242,Encrypted,2024-10-09,SCCM
CI915460,DEL6333034225,,,2024-08-23,SCCM
CI358616,DEL6546954226,user2779,Encrypted,2024-09-03,JAMF
CI313818,HP2825864227,user3803,Encrypted,2024-10-22,SCCM
CI157687,LEN5430754228,user1199,Not Encrypted,2024-10-17,SCCM
CI221776,APP6832974229,user4586,Encrypted,2024-10-22,SCCM
CI594529,APP1413084230,user9394,,2024-09-03,SCCM
CI371828,APP1134494232,user3752,Encrypted,2024-10-24,SCCM
CI359982,DEL2933944233,user7324,Encrypted,2024-09-13,SCCM
CI498099,APP5329174234,,Encrypted,2024-09-15,SCCM
CI454588,HP8675454236,user2004,Encrypted,2024-10-21,SCCM
CI541025,HP1208154237,user8422,Encrypted,2024-10-24,Intune
CI534490,HP7151984239,user1234,Encrypted,2024-09-07,SCCM
CI489340,HP3422184240,user2550,,2024-08-07,Intune
CI259018,APP6882764241,user9652,Encrypted,2024-09-09,Intune
CI247062,HP4846414242,user9733,,2024-08-25,JAMF
CI421242,DEL4690504243,user5389,Encrypted,2024-10-18,Intune
CI576969,APP9196234244,user1669,Encrypted,2024-08-19,JAMF
CI231614,LEN8180014245,user6611,Encrypted,2024-09-19,JAMF
CI113458,HP4544294246,user8383,Encrypted,2024-09-06,Intune
CI780970,APP3345764247,user5558,,2024-08-30,SCCM
CI205541,APP9455894249,user9328,Encrypted,2024-09-13,Intune
CI601697,MIC5311434250,user2084,Encrypted,2024-09-24,SCCM
CI641229,DEL3221784251,user8054,Encrypted,2024-09-21,JAMF
CI175632,APP9074434252,user8285,,2024-10-29,Intune
CI512711,HP9048354253,user8287,,2024-09-05,SCCM
CI467857,APP7605454254,user7419,Encrypted,2024-09-14,SCCM
CI898805,DEL9186954255,user5565,Unknown,2024-08-14,JAMF
CI265978,DEL9424014256,user6600,Not Encrypted,2024-10-07,Intune
CI471493,MIC9135924257,user1982,Unknown,2024-09-17,JAMF
CI561094,HP6058184258,user1994,Encrypted,2024-08-08,SCCM
CI133776,APP1252024260,user7445,Encrypted,2024-10-20,Intune
CI622814,MIC5432864262,user2482,Encrypted,2024-09-30,SCCM
CI668450,APP7917734263,user6738,,2024-09-04,JAMF
CI401778,HP3447504264,user4304,Encrypted,2024-09-03,JAMF
CI332695,DEL9276224265,user6072,Encrypted,2024-08-02,JAMF
CI715242,APP7460164266,user6486,Encrypted,2024-08-29,Intune
CI494584,APP5018234267,user2422,,2024-09-06,JAMF
CI211537,DEL3784334268,user6526,Encrypted,2024-09-01,Intune
CI563010,MIC9013434269,user9771,Encrypted,2024-10-16,Intune
CI674624,MIC4304044270,,Encrypted,2024-09-18,JAMF
CI808870,APP9984364271,user8884,,2024-10-21,Intune
CI545708,HP3453324273,user8001,Encrypted,2024-08-02,JAMF
CI220443,HP4323774274,,Unknown,2024-09-20,Intune
CI181435,MIC5944594275,user7281,,2024-10-11,SCCM
CI201447,LEN5606724276,user9861,Not Encrypted,2024-10-19,JAMF
CI463603,APP3149734277,user5895,Encrypted,2024-09-18,JAMF
CI840716,HP4443174278,user5805,Encrypted,2024-08-31,Intune
CI355512,APP6010064279,user4247,Encrypted,2024-10-05,JAMF
CI998050,APP1542584280,user7305,Encrypted,2024-10-06,JAMF
CI756852,MIC8821914281,user4670,Encrypted,2024-10-07,SCCM
CI134004,DEL2502084284,user2385,Not Encrypted,2024-10-17,SCCM
CI695006,HP5180194285,user9000,,2024-08-27,JAMF
CI105889,DEL3283014286,user4892,Encrypted,2024-10-23,SCCM
CI113121,APP5972554287,user7956,Encrypted,2024-09-09,Intune
CI822011,DEL6185084288,user9708,Encrypted,2024-09-18,Intune
CI642029,MIC3087294289,user9364,Encrypted,2024-10-18,JAMF
CI415319,HP9155734290,user4293,Encrypted,2024-08-30,Intune
CI459072,APP6622014291,user5438,Encrypted,2024-08-21,Intune
CI331886,DEL9288924292,user3732,Encrypted,2024-08-11,SCCM
CI956194,LEN7708954293,,Encrypted,2024-08-22,SCCM
CI280232,HP3088934294,user1610,Encrypted,2024-09-10,SCCM
CI223377,LEN5955304295,user7228,,2024-09-12,Intune
CI288354,DEL8484244297,user6295,Unknown,2024-08-24,JAMF
CI583559,APP5301524298,user5604,,2024-09-07,JAMF
CI691856,HP8468574299,user4114,,2024-08-17,JAMF
CI315473,DEL6394694300,user4384,,2024-08-09,JAMF
CI565776,HP8046104301,,Encrypted,2024-10-04,Intune
CI838777,DEL5980074302,user9162,Encrypted,2024-08-17,Intune
CI487236,APP9573104303,user6844,Unknown,2024-09-25,SCCM
CI827184,MIC7447024304,user3404,Encrypted,2024-08-30,SCCM
CI744380,APP1958104305,user1207,Encrypted,2024-09-13,SCCM
CI954583,HP7562344306,user7020,Encrypted,2024-10-08,SCCM
CI471678,DEL7992584307,user9046,,2024-10-17,Intune
CI959905,LEN1116034308,user4497,Encrypted,2024-08-10,SCCM
CI847188,HP8534434309,user2647,Encrypted,2024-10-24,SCCM
CI198758,HP7263784310,user6412,Encrypted,2024-10-22,SCCM
CI607362,HP3256424312,user1927,Encrypted,2024-10-18,Intune
CI851786,HP2964974313,user4685,,2024-10-13,JAMF
CI693394,MIC1840144314,user8673,Encrypted,2024-08-15,SCCM
CI914104,APP6130284315,user3532,Encrypted,2024-08-07,Intune
CI956156,LEN1783044316,user9649,Encrypted,2024-10-14,JAMF
CI384702,DEL2864414318,user4457,,2024-09-06,Intune
CI234475,HP7281554319,user1533,,2024-09-29,JAMF
CI583475,MIC8266534320,user9869,Encrypted,2024-08-17,SCCM
CI106135,DEL7532854321,user6818,Encrypted,2024-09-18,Intune
CI497473,MIC2216004322,user2738,Encrypted,2024-08-23,JAMF
CI403587,MIC6367474324,user7427,,2024-08-04,JAMF
CI643034,APP8607734325,user1807,Encrypted,2024-10-03,Intune
CI345416,APP1543044326,user6169,Encrypted,2024-08-19,Intune
CI169562,MIC9245124327,user9578,,2024-10-14,SCCM
CI105317,LEN9700804329,user5421,Encrypted,2024-09-03,Intune
CI169497,DEL6528954330,user7403,Encrypted,2024-10-04,JAMF
CI665887,MIC4174394331,user8115,,2024-09-02,SCCM
CI131949,HP9946374332,user1852,,2024-08-09,Intune
CI618172,MIC5329314333,user9216,Encrypted,2024-09-20,SCCM
CI745134,HP8086344334,,Encrypted,2024-09-08,SCCM
CI227281,MIC3661524335,user6227,,2024-10-10,SCCM
CI599614,MIC2068774336,user6215,Encrypted,2024-10-02,Intune
CI642804,HP8710654338,user5428,,2024-09-03,JAMF
CI763053,HP8168464339,user2205,,2024-10-21,JAMF
CI993500,DEL2691614340,user6628,Encrypted,2024-09-18,SCCM
CI799671,HP7806044341,user6341,Encrypted,2024-10-30,Intune
CI332775,HP5405314342,user9768,Unknown,2024-08-15,Intune
CI858080,APP4975794343,user3023,Encrypted,2024-10-06,SCCM
CI318298,DEL1422314344,user3951,,2024-09-19,JAMF
CI849290,APP3926954345,user1442,Unknown,2024-10-25,JAMF
CI796523,MIC8244364346,user7258,Encrypted,2024-09-27,JAMF
CI668232,HP7976604347,,Encrypted,2024-08-23,Intune
CI477404,LEN3429994348,user8759,Encrypted,2024-09-05,JAMF
CI624787,MIC4736054349,user7829,Encrypted,2024-10-10,JAMF
CI962453,MIC6489174350,user4567,Encrypted,2024-10-26,SCCM
CI123311,HP7347654351,user1849,Encrypted,2024-09-18,JAMF
CI855501,LEN8396674352,user6607,,2024-09-10,JAMF
CI627778,HP9125724353,user2292,,2024-09-26,Intune
CI870598,APP7588444354,user2357,Encrypted,2024-10-16,JAMF
CI183095,DEL1734684355,user9990,Encrypted,2024-08-23,SCCM
CI796838,HP5853254356,user1596,,2024-09-29,SCCM
CI119658,HP8307484357,user7801,,2024-10-19,Intune
CI759277,LEN2475784358,user2615,,2024-09-28,Intune
CI363481,APP3187704359,user2168,,2024-09-14,JAMF
CI920912,MIC5565184360,user2343,,2024-09-18,JAMF
CI519997,MIC5376724361,user2576,Unknown,2024-10-13,SCCM
CI693678,MIC9044124362,user6300,Encrypted,2024-08-22,SCCM
CI491370,HP1067254363,user6447,,2024-08-28,SCCM
CI515402,MIC7346454366,user2295,,2024-10-13,JAMF
CI845878,LEN7132684367,user4640,,2024-10-09,Intune
CI467759,APP5152374369,user5128,,2024-09-30,Intune
CI725490,HP6158824370,user5528,,2024-08-03,SCCM
CI525932,LEN1327154371,user5266,Encrypted,2024-08-14,SCCM
CI544286,APP1198194373,user5700,,2024-09-13,SCCM
CI871361,LEN9289924374,user3246,,2024-08-19,Intune
CI302189,LEN3057684375,user2928,,2024-09-28,SCCM
CI757738,DEL5532374376,user9140,Encrypted,2024-09-04,Intune
CI840063,HP4352754377,user4833,Encrypted,2024-09-08,SCCM
CI907294,DEL8381864379,user7990,Encrypted,2024-08-23,JAMF
CI186689,DEL4000504381,,,2024-09-27,JAMF
CI170525,DEL6419824382,,Encrypted,2024-08-26,SCCM
CI247435,APP8311714383,user5766,Encrypted,2024-09-28,Intune
CI639085,APP1637934385,user7081,Not Encrypted,2024-09-22,SCCM
CI262333,LEN6786284386,user5031,Encrypted,2024-10-20,Intune
CI400815,LEN4781644387,user6406,,2024-08-10,Intune
CI102717,DEL7481674388,user6937,,2024-08-05,JAMF
CI421816,DEL3213524389,user1070,,2024-08-31,JAMF
CI530862,LEN5986734390,user1616,,2024-08-29,SCCM
CI483116,HP7511544391,user2421,Encrypted,2024-10-05,SCCM
CI912861,MIC2003184392,user2299,,2024-10-07,SCCM
CI886926,APP1660944393,user9728,Encrypted,2024-10-16,Intune
CI890233,DEL8513924394,,Encrypted,2024-10-04,JAMF
CI461298,APP2939634395,user5613,,2024-10-23,Intune
CI566087,LEN4955114396,user2692,Encrypted,2024-08-08,SCCM
CI868348,DEL6394914397,user3921,Encrypted,2024-08-23,JAMF
CI279053,DEL7456294398,user4034,Encrypted,2024-10-19,SCCM
CI178164,HP4272604399,user1162,Encrypted,2024-09-18,JAMF
CI509783,MIC5064654401,user4153,Not Encrypted,2024-10-01,SCCM
CI245388,HP2537224402,,,2024-10-30,SCCM
CI727950,HP7655954403,user9528,,2024-08-17,SCCM
CI609764,MIC6346344404,user6248,Encrypted,2024-08-05,JAMF
CI106974,MIC9387094405,user2694,Encrypted,2024-09-13,SCCM
CI183312,HP4386444406,user2466,Encrypted,2024-10-11,JAMF
CI968450,DEL4542784407,user2790,Encrypted,2024-10-27,Intune
CI469346,APP2778214408,user4997,,2024-09-21,SCCM
CI627581,LEN7961794409,user5354,Encrypted,2024-10-08,JAMF
CI204269,APP4740314410,user7525,,2024-09-28,Intune
CI551024,APP6209324411,user4708,Encrypted,2024-09-10,Intune
CI665378,LEN4303514412,user9816,,2024-10-18,JAMF
CI497477,HP8039084413,,Encrypted,2024-10-26,JAMF
CI427560,DEL2143044414,user4168,,2024-09-05,SCCM
CI897050,HP9800574415,user6853,,2024-10-30,SCCM
CI867108,APP8204504416,user1785,Encrypted,2024-09-24,SCCM
CI240666,HP5680904417,user8634,,2024-09-07,JAMF
CI830917,APP2417864418,user6869,Not Encrypted,2024-09-23,JAMF
CI464548,MIC7558844419,user6570,Encrypted,2024-09-14,Intune
CI358455,LEN9953654420,user1380,Unknown,2024-09-16,Intune
CI914172,APP3289154421,user5482,Encrypted,2024-09-14,Intune
CI177393,LEN6835774425,user8082,Not Encrypted,2024-08-20,JAMF
CI206774,MIC8192434426,user9306,Encrypted,2024-10-22,JAMF
CI131272,DEL7386764427,user5026,,2024-09-22,JAMF
CI475531,MIC8603204428,user5870,Encrypted,2024-10-15,Intune
CI875882,HP4608264430,user3851,,2024-10-29,SCCM
CI702644,DEL5657934431,user9953,Encrypted,2024-08-03,Intune
CI571955,MIC8625484432,user6288,Encrypted,2024-10-13,JAMF
CI875470,MIC6017564433,user8822,Encrypted,2024-10-03,Intune
CI224404,LEN6689644434,user9328,Not Encrypted,2024-09-21,Intune
CI552367,DEL6882124435,user4817,Encrypted,2024-10-01,Intune
CI918976,HP6098624436,user8565,Encrypted,2024-09-07,SCCM
CI959456,DEL4401344437,user8719,,2024-09-14,JAMF
CI369922,HP6124074440,user3402,Encrypted,2024-08-21,Intune
CI389475,MIC1542674441,user7481,Encrypted,2024-08-31,Intune
CI674867,LEN3005604442,user5013,Encrypted,2024-09-12,SCCM
CI195460,MIC6570644444,user8028,Encrypted,2024-08-31,JAMF
CI971981,APP4428904445,user6529,Unknown,2024-09-08,SCCM
CI292010,MIC5874024446,user1332,,2024-08-22,SCCM
CI718654,HP6742554447,user8133,,2024-10-25,SCCM
CI419545,MIC2253534448,user3103,Encrypted,2024-10-02,JAMF
CI517308,DEL5876914449,user2743,Encrypted,2024-10-20,SCCM
CI623064,APP1052654450,user7002,Unknown,2024-08-10,SCCM
CI121836,MIC4795884451,user3125,Not Encrypted,2024-08-25,Intune
CI560689,APP1623854452,user8250,Encrypted,2024-10-16,JAMF
CI504739,APP8795134453,user2109,Encrypted,2024-10-30,JAMF
CI729465,DEL9217934454,user3997,Unknown,2024-09-05,JAMF
CI850466,HP8590154456,user2799,,2024-10-13,SCCM
CI158780,DEL5865974457,user2636,Encrypted,2024-10-20,SCCM
CI230571,LEN3903314458,user9213,Encrypted,2024-10-21,JAMF
CI273743,MIC2833034459,user1580,Not Encrypted,2024-08-07,JAMF
CI489463,HP4317044460,user8657,,2024-09-08,SCCM
CI649797,DEL1879144462,user2395,Encrypted,2024-09-17,SCCM
CI235743,DEL8453804463,user4711,Encrypted,2024-08-26,SCCM
CI189755,MIC3637174464,user9063,Unknown,2024-09-07,SCCM
CI371045,LEN4417324465,user5734,Unknown,2024-10-12,SCCM
CI641053,DEL4483774466,user8101,,2024-10-01,Intune
CI465019,LEN1091744467,user4426,,2024-09-12,SCCM
CI213493,MIC7615614469,user7139,Unknown,2024-10-02,SCCM
CI228759,MIC9281454470,user2534,Encrypted,2024-10-19,Intune
CI829520,MIC1220604471,user5081,Unknown,2024-10-09,JAMF
CI965800,MIC5082384472,user7007,Encrypted,2024-09-17,SCCM
CI320104,HP3548234473,user8173,,2024-08-29,Intune
CI550994,APP6535844474,user7831,,2024-10-11,SCCM
CI830541,DEL2096474475,user3918,,2024-08-09,SCCM
CI216865,APP4108804476,user8208,Encrypted,2024-10-07,Intune
CI994601,DEL9299794477,user3245,,2024-10-27,Intune
