Asset_ID,Serial_Number,Manufacturer,Model,Asset_Type,Purchase_Date,Purchase_Cost,Warranty_End_Date,Region,Department,Assigned_User,Status,OS_Version,Encryption_Status,Last_Login_Days_Ago,Avg_CPU_Usage_Percent,Disk_Usage_Percent,Has_Failed,Age_Years
AST003999,APP5397433998,Apple,MacBook Air M1,Desktop,2022-10-28,791.78,2027-10-27,Europe,Sales,user3523,Active,Ubuntu 20.04,Encrypted,3,50.86,31.41,No,2.01
AST004000,LEN8516653999,Lenovo,ThinkPad T14,Server,2021-03-06,8565.21,2024-03-05,Latin America,Engineering,user6502,Retired,,,949,0.0,0.0,No,3.66
AST004001,DEL5036524000,Dell,Latitude 7420,Desktop,2018-03-16,1045.65,2023-03-15,Asia Pacific,Operations,user6005,In Repair,Windows 11,Encrypted,9,1.29,51.34,Yes,6.63
AST004002,LEN3712684001,Lenovo,ThinkSystem SR650,Laptop,2021-01-24,1320.49,2024-01-24,Latin America,Operations,user8435,In Repair,Windows 11,Encrypted,17,22.67,72.64,No,3.77
AST004003,MIC4836154002,Microsoft,Surface Laptop 4,Desktop,2021-05-30,1120.29,2024-05-29,Asia Pacific,IT,user5631,Active,Ubuntu 20.04,Encrypted,1,57.06,50.19,No,3.42
AST004004,DEL7487074003,Dell,Latitude 5420,Server,2018-07-26,6568.54,2023-07-25,Latin America,Finance,user7913,Retired,,,745,0.0,0.0,Yes,6.27
AST004005,LEN6632864004,Lenovo,ThinkCentre M90,Desktop,2019-02-03,1149.31,2020-02-03,Latin America,HR,user9566,Disposed,Ubuntu 22.04,Encrypted,1793,0.0,0.0,No,5.74
AST004006,MIC6644494005,Microsoft,Surface Laptop 4,Server,2021-05-08,12536.29,2024-05-07,Asia Pacific,Sales,user4642,Active,,,2,62.7,92.85,No,3.48
AST004007,LEN5058454006,Lenovo,ThinkPad T14,Laptop,2019-12-13,1760.07,2024-12-11,North America,Finance,user8770,In Storage,Ubuntu 20.04,Encrypted,272,0.0,57.86,Yes,4.88
AST004008,DEL3953754007,Dell,Latitude 5420,Monitor,2024-01-21,310.42,2025-01-20,North America,Marketing,user6367,Active,,,6,29.14,77.59,No,0.78
AST004009,HP3248464008,HP,EliteBook 840,Laptop,2020-01-19,1869.02,2023-01-18,Asia Pacific,IT,user6488,Retired,Windows 11,Encrypted,310,0.0,0.0,Yes,4.78
AST004010,APP1037014009,Apple,Mac Mini M1,Server,2019-12-30,15704.46,2024-12-28,Asia Pacific,Engineering,user1711,Disposed,,,272,0.0,0.0,Yes,4.84
AST004011,LEN4874034010,Lenovo,ThinkPad X1 Carbon,Laptop,2018-11-12,2283.37,2021-11-11,Asia Pacific,Operations,user7157,Retired,Windows 11,Encrypted,1483,0.0,0.0,Yes,5.97
AST004012,APP1224294011,Apple,"MacBook Pro 14""",Server,2021-01-23,16980.62,2026-01-22,North America,Operations,user8074,Active,,,0,40.25,53.26,No,3.77
AST004013,LEN8753834012,Lenovo,ThinkCentre M90,Tablet,2019-10-02,707.59,2024-09-30,North America,Engineering,user7045,In Storage,,Encrypted,201,0.0,75.73,Yes,5.08
AST004014,HP2837364013,HP,ProBook 450,Server,2024-04-09,11083.32,2025-04-09,Asia Pacific,HR,user7804,Active,,,2,30.89,35.05,No,0.56
AST004015,MIC8336944014,Microsoft,Surface Go 3,Monitor,2021-09-10,485.96,2026-09-09,Europe,Engineering,user6674,In Repair,,,12,25.7,52.53,No,3.14
AST004016,HP8633714015,HP,EliteBook 840,Tablet,2024-01-26,1026.68,2027-01-25,Latin America,IT,user5033,Active,,Encrypted,1,47.7,76.35,No,0.76
AST004017,HP1094234016,HP,EliteBook 840,Server,2021-08-21,11195.51,2022-08-21,Latin America,IT,user3430,In Repair,,,7,27.08,30.47,No,3.2
AST004018,DEL5283864017,Dell,PowerEdge R740,Server,2021-09-05,13474.67,2024-09-04,North America,Operations,user5652,Active,,,1,43.52,81.1,Yes,3.15
AST004019,LEN9103004018,Lenovo,ThinkSystem SR650,Monitor,2023-09-21,793.53,2028-09-19,Asia Pacific,Sales,,Active,,,0,57.67,37.81,No,1.11
AST004020,DEL1264314019,Dell,Latitude 7420,Desktop,2022-05-16,1058.27,2023-05-16,North America,Finance,user2589,Active,Windows 11,Encrypted,6,69.67,38.71,No,2.46
AST004021,DEL4079754020,Dell,OptiPlex 7090,Desktop,2022-08-08,680.79,2025-08-07,North America,Marketing,user8303,Active,Ubuntu 22.04,Encrypted,7,47.23,70.58,No,2.23
AST004022,DEL4578444021,Dell,PowerEdge R740,Laptop,2019-10-02,2235.13,2020-10-01,Latin America,IT,user9637,Disposed,Windows 11,Encrypted,1437,0.0,0.0,No,5.08
AST004023,LEN3379704022,Lenovo,ThinkCentre M90,Desktop,2024-06-06,1187.24,2029-06-05,Asia Pacific,Engineering,user1668,Active,Ubuntu 20.04,Encrypted,1,63.16,33.44,No,0.4
AST004024,LEN3149724023,Lenovo,ThinkSystem SR650,Desktop,2021-03-10,938.24,2026-03-09,Europe,HR,user4015,Active,Ubuntu 22.04,Encrypted,0,47.93,56.15,No,3.64
AST004025,DEL3217604024,Dell,OptiPlex 7090,Laptop,2019-07-15,2000.09,2022-07-14,North America,HR,,In Storage,macOS Ventura,Encrypted,167,0.0,81.41,No,5.3
AST004026,DEL1387054025,Dell,PowerEdge R740,Server,2022-02-23,5624.5,2023-02-23,Europe,Operations,user5038,Active,,,2,45.04,86.64,Yes,2.69
AST004027,HP9237464026,HP,EliteBook 840,Monitor,2019-01-10,239.6,2020-01-10,Asia Pacific,Finance,user8921,In Repair,,,10,11.03,75.73,Yes,5.81
AST004028,DEL1982614027,Dell,Latitude 7420,Tablet,2022-11-11,418.82,2023-11-11,Europe,Operations,user7076,Active,,Encrypted,3,47.29,67.56,No,1.97
AST004029,MIC8954184028,Microsoft,Surface Go 3,Tablet,2024-01-26,987.26,2027-01-25,Asia Pacific,Finance,user8739,Active,,Encrypted,6,32.64,68.68,No,0.76
AST004030,APP9135664029,Apple,"MacBook Pro 14""",Server,2024-10-24,14548.79,2025-10-24,North America,HR,user4249,Active,,,2,28.89,56.88,No,0.02
AST004031,LEN2919994030,Lenovo,ThinkPad T14,Desktop,2024-01-26,739.7,2027-01-25,Asia Pacific,Marketing,user6613,In Repair,Windows 11,Encrypted,16,9.94,47.93,No,0.76
AST004032,HP2715524031,HP,EliteBook 840,Server,2020-01-21,11082.07,2023-01-20,Latin America,Marketing,user5810,Disposed,,,199,0.0,0.0,Yes,4.78
AST004033,HP1125394032,HP,EliteDesk 800,Desktop,2021-08-16,1407.56,2026-08-15,North America,Operations,user1937,Active,Ubuntu 20.04,Encrypted,1,69.25,79.66,No,3.21
AST004034,MIC8917284033,Microsoft,Surface Pro 8,Tablet,2022-09-29,814.35,2025-09-28,North America,IT,user5329,Active,,Encrypted,7,22.72,60.55,Yes,2.09
AST004035,DEL2732814034,Dell,OptiPlex 7090,Monitor,2020-10-20,378.24,2023-10-20,Asia Pacific,Engineering,user4043,In Storage,,,112,0.0,38.26,No,4.03
AST004036,LEN3089134035,Lenovo,ThinkPad T14,Laptop,2023-08-25,2037.68,2026-08-24,Latin America,Operations,user4073,Active,macOS Ventura,Encrypted,3,39.8,57.59,No,1.19
AST004037,HP4385384036,HP,ProLiant DL380,Desktop,2022-12-16,908.52,2023-12-16,Asia Pacific,HR,user7628,Active,macOS Ventura,Encrypted,4,55.65,45.68,No,1.88
AST004038,MIC4506144037,Microsoft,Surface Book 3,Tablet,2024-05-30,740.04,2029-05-29,North America,IT,user6724,Active,,Encrypted,0,34.28,47.41,No,0.42
AST004039,DEL1959284038,Dell,Latitude 5420,Desktop,2023-12-23,1283.77,2026-12-22,Latin America,Finance,user8412,Active,Ubuntu 22.04,Not Encrypted,2,67.87,89.77,No,0.86
AST004040,DEL5661684039,Dell,Latitude 7420,Laptop,2024-09-28,1281.84,2025-09-28,Latin America,IT,user9201,Active,Windows 10,Encrypted,3,34.2,36.12,No,0.09
AST004041,LEN1810214040,Lenovo,ThinkCentre M90,Monitor,2018-06-01,388.73,2023-05-31,Europe,Marketing,user6419,Active,,,3,76.71,82.57,No,6.42
AST004042,HP7008444041,HP,ProBook 450,Server,2019-08-22,8494.96,2022-08-21,Asia Pacific,Sales,user7307,Disposed,,,674,0.0,0.0,No,5.19
AST004043,LEN5286014042,Lenovo,ThinkPad T14,Tablet,2018-03-03,547.78,2019-03-03,North America,Engineering,user7032,In Storage,,Encrypted,297,0.0,66.24,Yes,6.66
AST004044,APP4565704043,Apple,MacBook Air M1,Server,2022-08-28,16759.57,2023-08-28,Latin America,IT,user3397,Active,,,5,32.12,89.94,Yes,2.18
AST004045,DEL6022434044,Dell,Latitude 5420,Desktop,2018-02-21,714.32,2019-02-21,Asia Pacific,Marketing,user9385,Disposed,macOS Ventura,Encrypted,1344,0.0,0.0,Yes,6.69
AST004046,MIC6026564045,Microsoft,Surface Pro 8,Tablet,2018-09-17,1549.72,2021-09-16,Latin America,Sales,user6754,In Repair,,Encrypted,17,15.15,62.83,No,6.12
AST004047,APP2284664046,Apple,MacBook Air M1,Laptop,2023-05-24,2607.4,2026-05-23,Asia Pacific,Operations,user1641,In Storage,macOS Sonoma,Encrypted,127,0.0,58.75,No,1.44
AST004048,LEN3308574047,Lenovo,ThinkPad X1 Carbon,Laptop,2020-02-03,1320.33,2025-02-01,Latin America,Finance,user8552,Active,macOS Sonoma,Encrypted,5,51.4,39.47,Yes,4.74
AST004049,HP6937054048,HP,EliteDesk 800,Tablet,2020-08-06,620.47,2025-08-05,Europe,Sales,user5805,Active,,Encrypted,4,24.76,65.02,No,4.24
AST004050,MIC9670594049,Microsoft,Surface Laptop 4,Laptop,2024-07-28,1824.39,2027-07-28,Europe,Engineering,user2065,Active,macOS Ventura,Encrypted,2,21.28,68.9,No,0.26
AST004051,HP5987024050,HP,EliteBook 840,Tablet,2020-01-18,1095.3,2025-01-16,North America,Operations,user8635,In Repair,,Encrypted,18,9.65,89.51,Yes,4.79
AST004052,HP9106654051,HP,ProLiant DL380,Server,2018-08-18,7093.98,2023-08-17,Latin America,Finance,user6549,Disposed,,,1203,0.0,0.0,Yes,6.2
AST004053,DEL5112234052,Dell,Latitude 7420,Desktop,2023-09-24,723.69,2024-09-23,North America,Sales,user9698,Active,Ubuntu 22.04,Encrypted,6,50.25,47.64,No,1.1
AST004054,LEN1133534053,Lenovo,ThinkSystem SR650,Laptop,2018-06-12,1946.68,2023-06-11,Latin America,Operations,user9755,Retired,Ubuntu 20.04,Encrypted,1382,0.0,0.0,No,6.39
AST004055,LEN3651764054,Lenovo,ThinkPad T14,Laptop,2018-12-12,1464.79,2021-12-11,Latin America,Operations,user4284,Retired,Windows 11,Encrypted,1994,0.0,0.0,No,5.89
AST004056,MIC7498044055,Microsoft,Surface Book 3,Server,2022-05-12,8091.32,2025-05-11,Latin America,HR,user8485,Active,,,0,78.39,78.46,No,2.47
AST004057,LEN2247384056,Lenovo,ThinkPad T14,Tablet,2020-06-21,817.42,2025-06-20,Asia Pacific,Sales,user2650,Retired,,Encrypted,313,0.0,0.0,No,4.36
AST004058,HP8749164057,HP,ProBook 450,Desktop,2020-04-25,1195.82,2021-04-25,Asia Pacific,IT,user6026,Active,Ubuntu 22.04,Not Encrypted,3,27.14,62.42,No,4.52
AST004059,MIC6014074058,Microsoft,Surface Laptop 4,Monitor,2020-03-12,764.34,2023-03-12,North America,Engineering,user3769,Active,,,4,41.27,39.57,No,4.64
AST004060,MIC7732154059,Microsoft,Surface Pro 8,Desktop,2019-09-28,1259.07,,Asia Pacific,Finance,user9142,In Repair,Ubuntu 22.04,Encrypted,30,0.07,92.95,Yes,5.09
AST004061,MIC8180274060,Microsoft,Surface Go 3,Monitor,2019-02-18,588.94,2020-02-18,North America,Engineering,user3718,Active,,,5,62.0,61.75,No,5.7
AST004062,HP9452514061,HP,ProBook 450,Laptop,2022-03-03,825.07,2027-03-02,Asia Pacific,IT,user4438,Active,Windows 11,Encrypted,1,84.03,48.97,Yes,2.66
AST004063,APP3890314062,Apple,"MacBook Pro 14""",Server,2023-03-27,18685.94,2024-03-26,Asia Pacific,Finance,user5094,In Storage,,,309,0.0,91.28,Yes,1.6
AST004064,HP4550444063,HP,EliteBook 840,Desktop,2023-05-10,994.18,2026-05-09,North America,Sales,user7801,Active,macOS Sonoma,Encrypted,1,80.17,41.55,Yes,1.48
AST004065,HP1726284064,HP,EliteDesk 800,Laptop,2019-05-10,2467.87,2022-05-09,Latin America,HR,user2970,In Repair,macOS Ventura,Encrypted,17,1.65,39.05,Yes,5.48
AST004066,LEN9538454065,Lenovo,ThinkPad T14,Tablet,2018-01-27,726.04,2021-01-26,Europe,Engineering,user2586,Active,,Encrypted,4,69.17,75.01,No,6.76
AST004067,APP9805474066,Apple,MacBook Air M1,Laptop,2020-06-11,1578.88,2025-06-10,Latin America,Sales,user4653,In Storage,macOS Sonoma,Encrypted,271,0.0,69.52,No,4.39
AST004068,DEL4321854067,Dell,OptiPlex 7090,Tablet,2020-04-14,800.47,2025-04-13,North America,Operations,user2995,Retired,,Encrypted,480,0.0,0.0,Yes,4.55
AST004069,HP2291964068,HP,EliteDesk 800,Laptop,2022-03-13,1146.92,2025-03-12,North America,Sales,,In Repair,Windows 10,Encrypted,18,29.89,47.17,No,2.64
AST004070,MIC7697994069,Microsoft,Surface Laptop 4,Tablet,2021-06-18,524.71,2026-06-17,North America,IT,user1817,In Repair,,Encrypted,9,3.11,94.92,No,3.37
AST004071,HP8568554070,HP,ProLiant DL380,Tablet,2023-04-16,875.18,2024-04-15,Europe,Operations,user4184,Active,,Not Encrypted,6,75.91,68.62,No,1.54
AST004072,LEN4506004071,Lenovo,ThinkPad T14,Tablet,2022-02-09,727.96,2025-02-08,Latin America,HR,user9045,Active,,Encrypted,4,57.45,65.22,No,2.72
AST004073,HP1020454072,HP,ProBook 450,Desktop,2020-12-08,1127.79,2023-12-08,Europe,Operations,user9732,In Repair,Ubuntu 22.04,Encrypted,25,11.59,36.94,No,3.9
AST004074,HP9044074073,HP,ProBook 450,Server,2020-10-27,7073.58,2023-10-27,North America,IT,user6690,Active,,,2,47.99,31.27,Yes,4.01
AST004075,DEL7444244074,Dell,PowerEdge R740,Tablet,2020-09-03,448.31,2021-09-03,North America,Engineering,user7529,In Storage,,Unknown,350,0.0,41.88,No,4.16
AST004076,APP3399854075,Apple,Mac Mini M1,Tablet,2019-12-24,606.25,2022-12-23,North America,Engineering,user1610,In Repair,,Encrypted,10,28.35,80.32,No,4.85
AST004077,MIC4007364076,Microsoft,Surface Go 3,Monitor,2020-05-19,980.63,2025-05-18,Europe,Operations,user6402,Active,,,6,65.99,52.08,No,4.45
AST004078,APP9154194077,Apple,"MacBook Pro 16""",Laptop,2022-03-13,2356.8,2027-03-12,Latin America,HR,user9992,Active,Windows 11,Encrypted,2,22.26,85.76,Yes,2.64
AST004079,LEN4882234078,Lenovo,ThinkPad T14,Desktop,2018-05-11,798.64,2019-05-11,North America,Marketing,user5133,Active,Windows 10,Encrypted,7,51.79,59.37,Yes,6.48
AST004080,HP3920624079,HP,EliteBook 840,Server,2022-12-27,9542.49,2025-12-26,North America,Engineering,user3479,Active,,,6,46.01,33.36,No,1.85
AST004081,MIC8070174080,Microsoft,Surface Go 3,Tablet,2023-04-12,1359.76,2026-04-11,Asia Pacific,Operations,user3180,Active,,Encrypted,0,49.48,58.06,No,1.56
AST004082,APP9805504081,Apple,Mac Mini M1,Monitor,2022-07-29,510.1,2025-07-28,Asia Pacific,HR,,In Storage,,,293,0.0,37.97,Yes,2.26
AST004083,HP7851914082,HP,EliteDesk 800,Laptop,2018-03-25,2336.85,2021-03-24,Europe,Finance,user8362,In Repair,macOS Ventura,Encrypted,30,8.34,70.76,Yes,6.6
AST004084,MIC1655444083,Microsoft,Surface Book 3,Desktop,2019-11-16,822.92,2022-11-15,Europe,Sales,user1206,Active,Ubuntu 20.04,Encrypted,4,36.29,88.62,Yes,4.96
AST004085,DEL4493854084,Dell,PowerEdge R740,Laptop,2023-11-09,2400.18,2028-11-07,Latin America,Operations,user5267,Active,Ubuntu 22.04,Encrypted,3,55.33,67.97,No,0.98
AST004086,DEL3638864085,Dell,OptiPlex 7090,Desktop,2018-08-15,1381.86,2019-08-15,North America,Marketing,user9680,Disposed,Windows 11,Not Encrypted,2257,0.0,0.0,Yes,6.21
AST004087,DEL3866324086,Dell,PowerEdge R740,Tablet,2020-06-16,420.69,2023-06-16,Asia Pacific,Engineering,user4096,Active,,Encrypted,3,41.23,66.85,Yes,4.38
AST004088,MIC1618624087,Microsoft,Surface Pro 8,Desktop,2020-09-22,1161.77,2025-09-21,Europe,Marketing,user4764,Disposed,Ubuntu 22.04,Encrypted,610,0.0,0.0,No,4.11
AST004089,MIC3874994088,Microsoft,Surface Book 3,Tablet,2024-05-17,939.5,2027-05-17,Europe,Engineering,user6734,Active,,Encrypted,1,38.4,63.64,Yes,0.46
AST004090,HP1470314089,HP,ProBook 450,Server,2018-08-03,14685.19,2023-08-02,North America,Marketing,user3302,Active,,,3,45.45,60.11,Yes,6.25
AST004091,HP3665194090,HP,EliteDesk 800,Tablet,2021-01-11,1023.84,,North America,IT,user9360,Active,,Encrypted,3,32.71,72.81,No,3.8
AST004092,HP4478484091,HP,ProBook 450,Laptop,2023-02-02,1573.85,,Latin America,Finance,user8666,Active,Windows 10,Not Encrypted,0,79.57,68.49,No,1.74
AST004093,DEL1753294092,Dell,Latitude 5420,Tablet,2019-12-11,1199.5,2022-12-10,North America,Finance,user7020,Active,,Encrypted,1,83.57,91.83,Yes,4.89
AST004094,HP9333764093,HP,ProBook 450,Desktop,2018-10-31,877.66,,Asia Pacific,Sales,user8737,Active,Windows 11,Encrypted,6,60.06,89.24,Yes,6.0
AST004095,LEN3093294094,Lenovo,ThinkSystem SR650,Laptop,2024-04-02,2040.63,2027-04-02,Asia Pacific,IT,user2212,Active,macOS Ventura,Encrypted,4,42.77,81.7,No,0.58
AST004096,HP4750374095,HP,ProLiant DL380,Monitor,2021-03-17,242.91,2024-03-16,Europe,Marketing,user4806,Active,,,3,22.7,65.08,No,3.62
AST004097,DEL7221264096,Dell,Latitude 7420,Server,2022-05-10,10650.42,2027-05-09,Latin America,Engineering,user3159,Active,,,4,75.45,84.54,No,2.48
AST004098,MIC8989554097,Microsoft,Surface Pro 8,Laptop,2023-05-24,3123.7,2024-05-23,Latin America,IT,user3283,Active,macOS Sonoma,Encrypted,2,76.69,59.42,No,1.44
AST004099,DEL4362584098,Dell,Latitude 5420,Server,2020-02-29,5124.42,2025-02-27,Asia Pacific,Sales,user6880,In Repair,,,24,25.03,52.05,Yes,4.67
AST004100,MIC1961074099,Microsoft,Surface Book 3,Desktop,2021-06-26,1142.63,2024-06-25,Asia Pacific,HR,user8756,Active,Windows 10,Encrypted,1,80.77,86.85,No,3.35
AST004101,DEL5889364100,Dell,PowerEdge R740,Monitor,2024-07-21,383.0,2029-07-20,Asia Pacific,HR,user2381,Active,,,4,34.34,87.31,No,0.28
AST004102,DEL2425394101,Dell,OptiPlex 7090,Server,2020-08-27,13335.01,,Asia Pacific,Finance,user3563,Active,,,0,21.66,64.93,Yes,4.18
AST004103,HP7452844102,HP,ProLiant DL380,Monitor,2018-02-09,342.23,2023-02-08,North America,Engineering,user5844,Active,,,4,52.57,50.55,No,6.72
AST004104,DEL3303824103,Dell,OptiPlex 7090,Tablet,2024-03-03,479.22,2027-03-03,Europe,Marketing,user5534,Active,,Encrypted,7,41.0,34.22,No,0.66
AST004105,DEL2426134104,Dell,Latitude 5420,Desktop,2024-04-29,611.57,2027-04-29,Europe,Sales,user8703,Active,Ubuntu 20.04,Unknown,5,79.7,43.91,No,0.51
AST004106,MIC1999464105,Microsoft,Surface Pro 8,Server,2020-10-24,12559.19,2021-10-24,Asia Pacific,HR,user2955,Active,,,2,57.07,63.78,No,4.02
AST004107,APP5492094106,Apple,"MacBook Pro 14""",Monitor,2020-06-21,502.61,2023-06-21,North America,Operations,user6860,In Storage,,,244,0.0,87.5,No,4.36
AST004108,MIC4220604107,Microsoft,Surface Laptop 4,Server,2019-04-20,12259.71,2024-04-18,Asia Pacific,Marketing,user8546,Active,,,0,33.67,31.35,No,5.53
AST004109,LEN1963344108,Lenovo,ThinkCentre M90,Monitor,2018-06-04,533.18,,North America,Marketing,user4358,Retired,,,2230,0.0,0.0,Yes,6.41
AST004110,LEN3312654109,Lenovo,ThinkPad T14,Tablet,2024-07-28,511.07,2027-07-28,North America,HR,user4800,Active,,Encrypted,0,66.35,48.53,No,0.26
AST004111,APP6316364110,Apple,"MacBook Pro 16""",Desktop,2020-03-26,891.73,2021-03-26,Asia Pacific,Sales,user6742,Disposed,macOS Ventura,Encrypted,1639,0.0,0.0,No,4.6
AST004112,HP1754084111,HP,EliteDesk 800,Desktop,2021-08-25,769.95,2024-08-24,North America,Sales,user6643,In Repair,Ubuntu 22.04,Encrypted,18,9.39,81.29,No,3.18
AST004113,LEN9098604112,Lenovo,ThinkPad T14,Monitor,2019-06-07,286.7,2020-06-06,Latin America,Operations,user3240,Retired,,,1344,0.0,0.0,Yes,5.4
AST004114,DEL5549004113,Dell,Latitude 7420,Desktop,2019-07-20,627.3,2024-07-18,Asia Pacific,Finance,user3965,Retired,Windows 10,Encrypted,1273,0.0,0.0,No,5.28
AST004115,APP3539934114,Apple,"MacBook Pro 14""",Laptop,2023-11-18,2254.03,2024-11-17,Europe,Operations,user8569,Active,Ubuntu 22.04,Encrypted,0,72.62,55.08,No,0.95
AST004116,APP8546724115,Apple,MacBook Air M1,Server,2022-07-10,15142.61,2027-07-09,North America,Engineering,user3628,Active,,,2,27.56,65.52,No,2.31
AST004117,LEN7095394116,Lenovo,ThinkSystem SR650,Desktop,2024-10-01,1490.38,2025-10-01,North America,Marketing,user9768,Active,Ubuntu 20.04,Encrypted,4,82.08,42.17,No,0.08
AST004118,DEL2162504117,Dell,OptiPlex 7090,Server,2021-07-31,14168.45,,Europe,Operations,,Active,,,2,66.4,80.19,No,3.25
AST004119,HP6786324118,HP,ProLiant DL380,Desktop,2019-10-18,1135.13,2020-10-17,North America,Operations,user8724,Retired,Windows 11,Unknown,766,0.0,0.0,No,5.04
AST004120,APP1315004119,Apple,"MacBook Pro 14""",Monitor,2020-09-25,318.8,,North America,Marketing,user4629,Active,,,5,49.28,57.52,No,4.1
AST004121,LEN1900064120,Lenovo,ThinkCentre M90,Monitor,2018-02-16,617.16,2023-02-15,Latin America,IT,,In Storage,,,278,0.0,78.99,Yes,6.7
AST004122,APP6069924121,Apple,Mac Mini M1,Monitor,2021-04-06,453.78,2022-04-06,Europe,Finance,user9616,In Storage,,,41,0.0,81.75,No,3.57
AST004123,DEL8517544122,Dell,PowerEdge R740,Monitor,2022-07-02,419.3,2027-07-01,Asia Pacific,Finance,user4973,Active,,,0,65.69,60.03,No,2.33
AST004124,DEL2402684123,Dell,PowerEdge R740,Tablet,2019-08-05,603.44,2020-08-04,Asia Pacific,Marketing,user9804,In Storage,,Encrypted,337,0.0,53.28,Yes,5.24
AST004125,DEL9880974124,Dell,Latitude 7420,Tablet,2020-11-06,696.44,2021-11-06,Asia Pacific,HR,user5114,Active,,Encrypted,2,46.6,86.98,Yes,3.98
AST004126,MIC5237984125,Microsoft,Surface Go 3,Tablet,2018-02-14,1289.1,2021-02-13,North America,Engineering,user6193,Active,,Encrypted,3,61.4,61.87,No,6.71
AST004127,APP9875744126,Apple,"MacBook Pro 16""",Desktop,2021-10-18,823.85,2024-10-17,Latin America,HR,,In Storage,macOS Sonoma,Unknown,265,0.0,84.08,Yes,3.04
AST004128,HP8926334127,HP,ProBook 450,Desktop,2018-11-11,1009.63,2021-11-10,North America,Operations,user8985,Active,Windows 11,Not Encrypted,6,64.26,81.35,Yes,5.97
AST004129,LEN5681444128,Lenovo,ThinkCentre M90,Desktop,2021-01-15,1094.65,2022-01-15,Latin America,IT,user7304,Active,Windows 11,Encrypted,7,74.25,54.71,Yes,3.79
AST004130,DEL5151184129,Dell,OptiPlex 7090,Monitor,2023-07-15,673.03,2024-07-14,Europe,HR,user6711,Active,,,6,51.32,76.9,No,1.3
AST004131,DEL2304964130,Dell,Latitude 5420,Tablet,2018-12-22,904.18,2023-12-21,Latin America,Finance,user3306,In Storage,,Encrypted,221,0.0,57.87,No,5.86
AST004132,LEN6876214131,Lenovo,ThinkPad X1 Carbon,Tablet,2020-12-26,709.13,2023-12-26,Europe,Operations,user1881,Active,,Encrypted,7,79.75,44.22,Yes,3.85
AST004133,APP1853344132,Apple,"MacBook Pro 14""",Desktop,2020-12-18,1130.73,2023-12-18,North America,Finance,user8384,Retired,Windows 10,Encrypted,647,0.0,0.0,Yes,3.87
AST004134,DEL5358414133,Dell,Latitude 5420,Laptop,2022-04-26,1007.45,2025-04-25,Asia Pacific,HR,user6080,Active,Ubuntu 20.04,Encrypted,7,34.96,57.16,No,2.52
AST004135,LEN6017814134,Lenovo,ThinkSystem SR650,Tablet,2020-02-21,738.49,,Latin America,Sales,user5333,Active,,Encrypted,4,20.63,63.76,Yes,4.69
AST004136,MIC9673284135,Microsoft,Surface Laptop 4,Server,2023-12-18,10421.22,2028-12-16,Latin America,IT,user1748,Active,,,6,38.83,43.11,No,0.87
AST004137,HP9292264136,HP,EliteBook 840,Laptop,2023-04-08,2095.83,2026-04-07,Latin America,Engineering,user6059,Active,Ubuntu 20.04,Encrypted,3,61.94,46.02,No,1.57
AST004138,MIC6562804137,Microsoft,Surface Laptop 4,Tablet,2019-12-20,991.9,2024-12-18,Asia Pacific,HR,user2176,Active,,Encrypted,2,23.71,69.61,No,4.87
AST004139,LEN6890864138,Lenovo,ThinkSystem SR650,Server,2018-08-19,9588.37,,Europe,HR,user9500,Active,,,7,43.0,65.6,Yes,6.2
AST004140,DEL6835744139,Dell,PowerEdge R740,Laptop,2020-03-14,837.24,2023-03-14,Asia Pacific,Sales,user3261,Active,Windows 10,Encrypted,1,22.29,30.58,Yes,4.63
AST004141,MIC3756214140,Microsoft,Surface Go 3,Tablet,2020-02-29,976.1,2023-02-28,Latin America,Marketing,user2735,In Repair,,Unknown,28,24.02,35.56,No,4.67
AST004142,DEL3059394141,Dell,PowerEdge R740,Monitor,2024-06-30,517.32,2027-06-30,Europe,Finance,user9832,Active,,,2,63.07,34.1,No,0.34
AST004143,LEN7488014142,Lenovo,ThinkPad T14,Server,2020-12-31,12673.97,2023-12-31,Asia Pacific,Sales,user3941,Active,,,5,25.38,88.74,No,3.83
AST004144,MIC4380194143,Microsoft,Surface Go 3,Server,2023-02-04,16106.0,2028-02-03,Latin America,Sales,user1533,Active,,,7,64.73,77.35,No,1.74
AST004145,LEN1249654144,Lenovo,ThinkPad X1 Carbon,Desktop,2022-04-10,712.47,2027-04-09,Asia Pacific,IT,user7203,In Storage,Ubuntu 22.04,Encrypted,141,0.0,94.1,No,2.56
AST004146,DEL4834804145,Dell,OptiPlex 7090,Tablet,2019-07-23,827.58,2020-07-22,Asia Pacific,Marketing,user3571,Retired,,Encrypted,1827,0.0,0.0,Yes,5.28
AST004147,LEN9667114146,Lenovo,ThinkPad X1 Carbon,Server,2023-12-23,5162.31,2026-12-22,Latin America,IT,user9829,Active,,,2,44.47,41.25,No,0.86
AST004148,APP1987304147,Apple,"MacBook Pro 16""",Desktop,2018-01-19,1503.36,2019-01-19,North America,Marketing,user3748,Disposed,macOS Ventura,Encrypted,509,0.0,0.0,No,6.78
AST004149,APP1500314148,Apple,Mac Mini M1,Laptop,2024-06-04,1221.12,2029-06-03,Latin America,Finance,user6572,Active,Windows 10,Encrypted,2,35.93,77.8,No,0.41
